topic,term,beta,decade,topic_name
6,life,0.002256515,d6_2020-2022,Research and theory
7,children,0.01053389,d6_2020-2022,Literature
7,learning,0.00750404,d6_2020-2022,Literature
7,literacy,0.006942192,d6_2020-2022,Literature
7,practices,0.006552681,d6_2020-2022,Literature
7,students,0.005785063,d6_2020-2022,Literature
7,rote,0.005747032,d6_2020-2022,Literature
7,research,0.005594581,d6_2020-2022,Literature
7,language,0.005151136,d6_2020-2022,Literature
7,social,0.004606387,d6_2020-2022,Literature
7,analysis,0.004526584,d6_2020-2022,Literature
7,sexual,0.004218429,d6_2020-2022,Literature
7,assault,0.004035554,d6_2020-2022,Literature
7,design,0.004028208,d6_2020-2022,Literature
7,education,0.003763404,d6_2020-2022,Literature
7,english,0.003760846,d6_2020-2022,Literature
7,modes,0.003746451,d6_2020-2022,Literature
7,study,0.003594779,d6_2020-2022,Literature
7,school,0.003491636,d6_2020-2022,Literature
7,music,0.003459126,d6_2020-2022,Literature
7,texts,0.003457277,d6_2020-2022,Literature
7,ya,0.003164054,d6_2020-2022,Literature
7,multimodal,0.002878686,d6_2020-2022,Literature
7,understanding,0.002791194,d6_2020-2022,Literature
7,data,0.002600207,d6_2020-2022,Literature
7,critical,0.002553743,d6_2020-2022,Literature
7,visual,0.002519161,d6_2020-2022,Literature
7,meaning,0.002502982,d6_2020-2022,Literature
7,covers,0.002473406,d6_2020-2022,Literature
7,tommy,0.002400659,d6_2020-2022,Literature
7,text,0.0023379,d6_2020-2022,Literature
8,students,0.01535647,d6_2020-2022,Classroom interaction
8,literacy,0.01475916,d6_2020-2022,Classroom interaction
8,language,0.010677314,d6_2020-2022,Classroom interaction
8,children,0.009305208,d6_2020-2022,Classroom interaction
8,research,0.007489828,d6_2020-2022,Classroom interaction
8,practices,0.007135792,d6_2020-2022,Classroom interaction
8,culturally,0.00666291,d6_2020-2022,Classroom interaction
8,critical,0.005972977,d6_2020-2022,Classroom interaction
8,teachers,0.005386591,d6_2020-2022,Classroom interaction
8,teaching,0.005222024,d6_2020-2022,Classroom interaction
8,reading,0.00485917,d6_2020-2022,Classroom interaction
8,education,0.004809738,d6_2020-2022,Classroom interaction
8,cultural,0.004755791,d6_2020-2022,Classroom interaction
8,instruction,0.004731653,d6_2020-2022,Classroom interaction
8,rukai,0.004552475,d6_2020-2022,Classroom interaction
8,science,0.004452658,d6_2020-2022,Classroom interaction
8,learning,0.004434023,d6_2020-2022,Classroom interaction
8,indigenous,0.00405525,d6_2020-2022,Classroom interaction
8,school,0.004036078,d6_2020-2022,Classroom interaction
8,teacher,0.003925536,d6_2020-2022,Classroom interaction
8,study,0.003707794,d6_2020-2022,Classroom interaction
8,knowledge,0.00360271,d6_2020-2022,Classroom interaction
8,classroom,0.003565961,d6_2020-2022,Classroom interaction
8,researchers,0.003523396,d6_2020-2022,Classroom interaction
8,student,0.00333514,d6_2020-2022,Classroom interaction
8,informed,0.00312943,d6_2020-2022,Classroom interaction
8,story,0.003095011,d6_2020-2022,Classroom interaction
8,studies,0.003089355,d6_2020-2022,Classroom interaction
8,data,0.002890168,d6_2020-2022,Classroom interaction
8,english,0.00285349,d6_2020-2022,Classroom interaction
9,reading,0.025843699,d6_2020-2022,Literacy as social practice
9,students,0.015836716,d6_2020-2022,Literacy as social practice
9,language,0.013021755,d6_2020-2022,Literacy as social practice
9,literacy,0.009108941,d6_2020-2022,Literacy as social practice
9,motivation,0.007558263,d6_2020-2022,Literacy as social practice
9,research,0.007395298,d6_2020-2022,Literacy as social practice
9,children,0.006669753,d6_2020-2022,Literacy as social practice
9,social,0.006626412,d6_2020-2022,Literacy as social practice
9,english,0.005592119,d6_2020-2022,Literacy as social practice
9,practices,0.00517032,d6_2020-2022,Literacy as social practice
9,study,0.005139098,d6_2020-2022,Literacy as social practice
9,teachers,0.004980408,d6_2020-2022,Literacy as social practice
9,school,0.004597417,d6_2020-2022,Literacy as social practice
9,assessment,0.004311332,d6_2020-2022,Literacy as social practice
9,bilingual,0.004097874,d6_2020-2022,Literacy as social practice
9,emergent,0.00379694,d6_2020-2022,Literacy as social practice
9,spanish,0.0036604,d6_2020-2022,Literacy as social practice
9,read,0.003491856,d6_2020-2022,Literacy as social practice
9,knowledge,0.003380809,d6_2020-2022,Literacy as social practice
9,global,0.003241302,d6_2020-2022,Literacy as social practice
9,education,0.003224468,d6_2020-2022,Literacy as social practice
9,bilinguals,0.00309771,d6_2020-2022,Literacy as social practice
9,based,0.002873627,d6_2020-2022,Literacy as social practice
9,critical,0.002786291,d6_2020-2022,Literacy as social practice
9,teacher,0.0027788,d6_2020-2022,Literacy as social practice
9,data,0.002721741,d6_2020-2022,Literacy as social practice
9,journal,0.002721269,d6_2020-2022,Literacy as social practice
9,learning,0.002683557,d6_2020-2022,Literacy as social practice
9,self,0.002645373,d6_2020-2022,Literacy as social practice
9,cultural,0.002634726,d6_2020-2022,Literacy as social practice
10,black,0.023219818,d6_2020-2022,Critical literacy
10,children,0.009664411,d6_2020-2022,Critical literacy
10,students,0.009429633,d6_2020-2022,Critical literacy
10,literacy,0.008561149,d6_2020-2022,Critical literacy
10,critical,0.007154844,d6_2020-2022,Critical literacy
10,school,0.006317604,d6_2020-2022,Critical literacy
10,people,0.005584839,d6_2020-2022,Critical literacy
10,research,0.005458478,d6_2020-2022,Critical literacy
10,white,0.005325196,d6_2020-2022,Critical literacy
10,education,0.004760568,d6_2020-2022,Critical literacy
10,social,0.004753913,d6_2020-2022,Critical literacy
10,teachers,0.004089763,d6_2020-2022,Critical literacy
10,racism,0.003864803,d6_2020-2022,Critical literacy
10,racial,0.003718888,d6_2020-2022,Critical literacy
10,classroom,0.003692225,d6_2020-2022,Critical literacy
10,girls,0.003664344,d6_2020-2022,Critical literacy
10,practices,0.003611464,d6_2020-2022,Critical literacy
10,race,0.003549617,d6_2020-2022,Critical literacy
10,writing,0.003326107,d6_2020-2022,Critical literacy
10,teaching,0.003317557,d6_2020-2022,Critical literacy
10,blackness,0.003246822,d6_2020-2022,Critical literacy
10,language,0.003236328,d6_2020-2022,Critical literacy
10,african,0.003222381,d6_2020-2022,Critical literacy
10,anti,0.003190492,d6_2020-2022,Critical literacy
10,teacher,0.002773857,d6_2020-2022,Critical literacy
10,justice,0.002747766,d6_2020-2022,Critical literacy
10,puerto,0.0026812,d6_2020-2022,Critical literacy
10,english,0.002674683,d6_2020-2022,Critical literacy
10,literacies,0.002616149,d6_2020-2022,Critical literacy
10,analysis,0.002514332,d6_2020-2022,Critical literacy
11,literacy,0.019435452,d6_2020-2022,Teacher education
11,students,0.014697615,d6_2020-2022,Teacher education
11,teacher,0.01167213,d6_2020-2022,Teacher education
11,research,0.009911831,d6_2020-2022,Teacher education
11,education,0.009787639,d6_2020-2022,Teacher education
11,teachers,0.009415195,d6_2020-2022,Teacher education
11,teaching,0.008271661,d6_2020-2022,Teacher education
11,practice,0.006748624,d6_2020-2022,Teacher education
11,practices,0.006317706,d6_2020-2022,Teacher education
11,school,0.006230967,d6_2020-2022,Teacher education
11,coaching,0.005478836,d6_2020-2022,Teacher education
11,race,0.00544146,d6_2020-2022,Teacher education
11,pts,0.005121764,d6_2020-2022,Teacher education
11,learning,0.004778103,d6_2020-2022,Teacher education
11,critical,0.004551393,d6_2020-2022,Teacher education
11,language,0.004219209,d6_2020-2022,Teacher education
11,based,0.004192678,d6_2020-2022,Teacher education
11,student,0.004183004,d6_2020-2022,Teacher education
11,analysis,0.004005935,d6_2020-2022,Teacher education
11,white,0.003816576,d6_2020-2022,Teacher education
11,racial,0.003388585,d6_2020-2022,Teacher education
11,english,0.003217242,d6_2020-2022,Teacher education
11,university,0.003185573,d6_2020-2022,Teacher education
11,reading,0.003108227,d6_2020-2022,Teacher education
11,community,0.002978328,d6_2020-2022,Teacher education
11,curriculum,0.002966808,d6_2020-2022,Teacher education
11,biliteracy,0.002834402,d6_2020-2022,Teacher education
11,study,0.002745039,d6_2020-2022,Teacher education
11,development,0.002731286,d6_2020-2022,Teacher education
11,mentoring,0.002713117,d6_2020-2022,Teacher education
12,students,0.020823501,d6_2020-2022,ESL/bilingualism and multilingualism
12,writing,0.01567849,d6_2020-2022,ESL/bilingualism and multilingualism
12,language,0.015533335,d6_2020-2022,ESL/bilingualism and multilingualism
12,literacy,0.014412548,d6_2020-2022,ESL/bilingualism and multilingualism
12,reading,0.011755545,d6_2020-2022,ESL/bilingualism and multilingualism
12,english,0.008476041,d6_2020-2022,ESL/bilingualism and multilingualism
12,education,0.007718889,d6_2020-2022,ESL/bilingualism and multilingualism
12,translanguaging,0.007444843,d6_2020-2022,ESL/bilingualism and multilingualism
12,research,0.00674699,d6_2020-2022,ESL/bilingualism and multilingualism
12,languages,0.006037587,d6_2020-2022,ESL/bilingualism and multilingualism
12,school,0.005800968,d6_2020-2022,ESL/bilingualism and multilingualism
12,teacher,0.0056456,d6_2020-2022,ESL/bilingualism and multilingualism
12,instruction,0.005159332,d6_2020-2022,ESL/bilingualism and multilingualism
12,classroom,0.005081148,d6_2020-2022,ESL/bilingualism and multilingualism
12,student,0.004484696,d6_2020-2022,ESL/bilingualism and multilingualism
12,linguistic,0.00422458,d6_2020-2022,ESL/bilingualism and multilingualism
12,learning,0.004195745,d6_2020-2022,ESL/bilingualism and multilingualism
12,practices,0.004172207,d6_2020-2022,ESL/bilingualism and multilingualism
12,children,0.004167558,d6_2020-2022,ESL/bilingualism and multilingualism
12,teachers,0.004097462,d6_2020-2022,ESL/bilingualism and multilingualism
12,bilingual,0.004091312,d6_2020-2022,ESL/bilingualism and multilingualism
12,multilingual,0.00403019,d6_2020-2022,ESL/bilingualism and multilingualism
12,study,0.003885742,d6_2020-2022,ESL/bilingualism and multilingualism
12,class,0.003760781,d6_2020-2022,ESL/bilingualism and multilingualism
12,disciplinary,0.003724761,d6_2020-2022,ESL/bilingualism and multilingualism
12,spanish,0.003570463,d6_2020-2022,ESL/bilingualism and multilingualism
12,classrooms,0.003568306,d6_2020-2022,ESL/bilingualism and multilingualism
12,adult,0.003505703,d6_2020-2022,ESL/bilingualism and multilingualism
12,journal,0.003489234,d6_2020-2022,ESL/bilingualism and multilingualism
12,program,0.003317101,d6_2020-2022,ESL/bilingualism and multilingualism
