topic,term,beta,decade,topic_name
3,research,0.003813339,d4_2000-2009,Classroom interaction
3,questions,0.003800613,d4_2000-2009,Classroom interaction
3,talk,0.003726244,d4_2000-2009,Classroom interaction
3,read,0.003177538,d4_2000-2009,Classroom interaction
3,analysis,0.003099592,d4_2000-2009,Classroom interaction
3,book,0.00307417,d4_2000-2009,Classroom interaction
3,york,0.003017332,d4_2000-2009,Classroom interaction
3,people,0.002779537,d4_2000-2009,Classroom interaction
3,teaching,0.002745316,d4_2000-2009,Classroom interaction
3,white,0.002688246,d4_2000-2009,Classroom interaction
3,american,0.002680385,d4_2000-2009,Classroom interaction
3,children,0.002649423,d4_2000-2009,Classroom interaction
3,learning,0.002623621,d4_2000-2009,Classroom interaction
3,story,0.002550559,d4_2000-2009,Classroom interaction
3,school,0.002525005,d4_2000-2009,Classroom interaction
3,readers,0.002514967,d4_2000-2009,Classroom interaction
4,writing,0.022221286,d4_2000-2009,Writing
4,students,0.017876132,d4_2000-2009,Writing
4,school,0.010855126,d4_2000-2009,Writing
4,teachers,0.009250914,d4_2000-2009,Writing
4,literacy,0.006952714,d4_2000-2009,Writing
4,reading,0.006802201,d4_2000-2009,Writing
4,culture,0.006051412,d4_2000-2009,Writing
4,texts,0.005339387,d4_2000-2009,Writing
4,literature,0.005210454,d4_2000-2009,Writing
4,teacher,0.00496444,d4_2000-2009,Writing
4,teaching,0.004568574,d4_2000-2009,Writing
4,children,0.004431017,d4_2000-2009,Writing
4,popular,0.004349759,d4_2000-2009,Writing
4,class,0.004054877,d4_2000-2009,Writing
4,own,0.003997059,d4_2000-2009,Writing
4,study,0.003964069,d4_2000-2009,Writing
4,story,0.003727973,d4_2000-2009,Writing
4,student,0.00358741,d4_2000-2009,Writing
4,writers,0.003292671,d4_2000-2009,Writing
4,time,0.003212681,d4_2000-2009,Writing
4,write,0.003202028,d4_2000-2009,Writing
4,book,0.003193998,d4_2000-2009,Writing
4,writer,0.003145971,d4_2000-2009,Writing
4,learning,0.003120853,d4_2000-2009,Writing
4,classroom,0.003058583,d4_2000-2009,Writing
4,social,0.002917777,d4_2000-2009,Writing
4,research,0.002871882,d4_2000-2009,Writing
4,experiences,0.002776271,d4_2000-2009,Writing
4,process,0.002771728,d4_2000-2009,Writing
4,life,0.002629088,d4_2000-2009,Writing
5,literacy,0.021793605,d4_2000-2009,Research and theory
5,research,0.018802504,d4_2000-2009,Research and theory
5,reading,0.013697934,d4_2000-2009,Research and theory
5,education,0.008735046,d4_2000-2009,Research and theory
5,policy,0.00654698,d4_2000-2009,Research and theory
5,school,0.005882257,d4_2000-2009,Research and theory
5,national,0.005133784,d4_2000-2009,Research and theory
5,community,0.004755481,d4_2000-2009,Research and theory
5,researchers,0.004611735,d4_2000-2009,Research and theory
5,social,0.004529305,d4_2000-2009,Research and theory
5,educational,0.004485367,d4_2000-2009,Research and theory
5,practices,0.004228459,d4_2000-2009,Research and theory
5,schools,0.003841459,d4_2000-2009,Research and theory
5,practice,0.003454642,d4_2000-2009,Research and theory
5,literacies,0.003402892,d4_2000-2009,Research and theory
5,parents,0.003124357,d4_2000-2009,Research and theory
5,people,0.003061036,d4_2000-2009,Research and theory
5,studies,0.003031922,d4_2000-2009,Research and theory
5,learning,0.002956412,d4_2000-2009,Research and theory
5,university,0.002927653,d4_2000-2009,Research and theory
5,conference,0.002787262,d4_2000-2009,Research and theory
5,information,0.00262345,d4_2000-2009,Research and theory
5,report,0.002546643,d4_2000-2009,Research and theory
5,world,0.002541805,d4_2000-2009,Research and theory
5,based,0.002475607,d4_2000-2009,Research and theory
5,issues,0.00236632,d4_2000-2009,Research and theory
5,public,0.002360929,d4_2000-2009,Research and theory
5,time,0.002237958,d4_2000-2009,Research and theory
5,press,0.002193962,d4_2000-2009,Research and theory
5,communities,0.002139312,d4_2000-2009,Research and theory
6,reading,0.04303923,d4_2000-2009,Vocabulary
6,students,0.019797998,d4_2000-2009,Vocabulary
6,language,0.009496673,d4_2000-2009,Vocabulary
6,english,0.009199222,d4_2000-2009,Vocabulary
6,grade,0.008488075,d4_2000-2009,Vocabulary
6,vocabulary,0.007995742,d4_2000-2009,Vocabulary
6,comprehension,0.007802975,d4_2000-2009,Vocabulary
6,level,0.00752505,d4_2000-2009,Vocabulary
6,word,0.007245618,d4_2000-2009,Vocabulary
6,research,0.00675215,d4_2000-2009,Vocabulary
6,words,0.005810413,d4_2000-2009,Vocabulary
6,children,0.005802592,d4_2000-2009,Vocabulary
6,read,0.005549043,d4_2000-2009,Vocabulary
6,instruction,0.00545321,d4_2000-2009,Vocabulary
6,study,0.005424224,d4_2000-2009,Vocabulary
6,development,0.005047504,d4_2000-2009,Vocabulary
6,text,0.005029598,d4_2000-2009,Vocabulary
6,assessment,0.004864901,d4_2000-2009,Vocabulary
6,fluency,0.004598841,d4_2000-2009,Vocabulary
6,scores,0.004423179,d4_2000-2009,Vocabulary
6,school,0.004315763,d4_2000-2009,Vocabulary
6,achievement,0.00381143,d4_2000-2009,Vocabulary
6,test,0.003550778,d4_2000-2009,Vocabulary
6,time,0.003517105,d4_2000-2009,Vocabulary
6,skills,0.003297411,d4_2000-2009,Vocabulary
6,readers,0.003266014,d4_2000-2009,Vocabulary
6,learning,0.003265408,d4_2000-2009,Vocabulary
6,student,0.003255568,d4_2000-2009,Vocabulary
6,oral,0.003176855,d4_2000-2009,Vocabulary
6,motivation,0.003136931,d4_2000-2009,Vocabulary
7,teachers,0.021231986,d4_2000-2009,Teacher education
7,students,0.021100248,d4_2000-2009,Teacher education
7,teacher,0.014876088,d4_2000-2009,Teacher education
7,literacy,0.013383092,d4_2000-2009,Teacher education
7,learning,0.010256758,d4_2000-2009,Teacher education
7,teaching,0.008046383,d4_2000-2009,Teacher education
7,school,0.007412545,d4_2000-2009,Teacher education
7,education,0.007142615,d4_2000-2009,Teacher education
7,reading,0.006816788,d4_2000-2009,Teacher education
7,children,0.006369692,d4_2000-2009,Teacher education
7,preservice,0.006334143,d4_2000-2009,Teacher education
7,classroom,0.005830078,d4_2000-2009,Teacher education
7,language,0.005505955,d4_2000-2009,Teacher education
7,student,0.005470389,d4_2000-2009,Teacher education
7,experiences,0.00513551,d4_2000-2009,Teacher education
7,class,0.005126753,d4_2000-2009,Teacher education
7,research,0.004355648,d4_2000-2009,Teacher education
7,own,0.004294019,d4_2000-2009,Teacher education
7,cultural,0.004141843,d4_2000-2009,Teacher education
7,study,0.003904846,d4_2000-2009,Teacher education
7,family,0.003532196,d4_2000-2009,Teacher education
7,american,0.003086171,d4_2000-2009,Teacher education
7,social,0.003051794,d4_2000-2009,Teacher education
7,time,0.003043364,d4_2000-2009,Teacher education
7,diverse,0.002985571,d4_2000-2009,Teacher education
7,community,0.002882216,d4_2000-2009,Teacher education
7,course,0.002800943,d4_2000-2009,Teacher education
7,home,0.002794041,d4_2000-2009,Teacher education
7,university,0.002760247,d4_2000-2009,Teacher education
7,families,0.002736341,d4_2000-2009,Teacher education
8,teachers,0.025773876,d4_2000-2009,Instructional programs and interventions
8,reading,0.019980128,d4_2000-2009,Instructional programs and interventions
8,teacher,0.018587395,d4_2000-2009,Instructional programs and interventions
8,students,0.015342193,d4_2000-2009,Instructional programs and interventions
8,instruction,0.011210577,d4_2000-2009,Instructional programs and interventions
8,literacy,0.010636472,d4_2000-2009,Instructional programs and interventions
8,teaching,0.010461262,d4_2000-2009,Instructional programs and interventions
8,research,0.010303929,d4_2000-2009,Instructional programs and interventions
8,student,0.007113972,d4_2000-2009,Instructional programs and interventions
8,program,0.006531736,d4_2000-2009,Instructional programs and interventions
8,school,0.006508708,d4_2000-2009,Instructional programs and interventions
8,study,0.006390003,d4_2000-2009,Instructional programs and interventions
8,learning,0.00614483,d4_2000-2009,Instructional programs and interventions
8,education,0.006056558,d4_2000-2009,Instructional programs and interventions
8,development,0.005468456,d4_2000-2009,Instructional programs and interventions
8,strategies,0.004766755,d4_2000-2009,Instructional programs and interventions
8,professional,0.004683162,d4_2000-2009,Instructional programs and interventions
8,classroom,0.004584377,d4_2000-2009,Instructional programs and interventions
8,national,0.004456199,d4_2000-2009,Instructional programs and interventions
8,instructional,0.004284418,d4_2000-2009,Instructional programs and interventions
8,programs,0.004197804,d4_2000-2009,Instructional programs and interventions
8,time,0.004035981,d4_2000-2009,Instructional programs and interventions
8,content,0.004013528,d4_2000-2009,Instructional programs and interventions
8,writing,0.003918247,d4_2000-2009,Instructional programs and interventions
8,data,0.003785534,d4_2000-2009,Instructional programs and interventions
8,practice,0.003648427,d4_2000-2009,Instructional programs and interventions
8,preservice,0.003157802,d4_2000-2009,Instructional programs and interventions
8,schools,0.003086726,d4_2000-2009,Instructional programs and interventions
8,knowledge,0.003055747,d4_2000-2009,Instructional programs and interventions
8,university,0.002972446,d4_2000-2009,Instructional programs and interventions
9,reading,0.018881225,d4_2000-2009,Technology and literacy
9,text,0.012848575,d4_2000-2009,Technology and literacy
9,students,0.011698725,d4_2000-2009,Technology and literacy
9,knowledge,0.010693099,d4_2000-2009,Technology and literacy
9,information,0.00940768,d4_2000-2009,Technology and literacy
9,technology,0.00758974,d4_2000-2009,Technology and literacy
9,readers,0.006956996,d4_2000-2009,Technology and literacy
9,comprehension,0.006647842,d4_2000-2009,Technology and literacy
9,learning,0.00607722,d4_2000-2009,Technology and literacy
9,study,0.005661722,d4_2000-2009,Technology and literacy
9,internet,0.005506443,d4_2000-2009,Technology and literacy
9,web,0.005377378,d4_2000-2009,Technology and literacy
9,research,0.005169037,d4_2000-2009,Technology and literacy
9,literacy,0.004886379,d4_2000-2009,Technology and literacy
9,strategies,0.00461768,d4_2000-2009,Technology and literacy
9,hypertext,0.004201192,d4_2000-2009,Technology and literacy
9,online,0.004188789,d4_2000-2009,Technology and literacy
9,questions,0.004156981,d4_2000-2009,Technology and literacy
9,based,0.003762617,d4_2000-2009,Technology and literacy
9,texts,0.003707863,d4_2000-2009,Technology and literacy
9,computer,0.003340684,d4_2000-2009,Technology and literacy
9,prior,0.00331474,d4_2000-2009,Technology and literacy
9,task,0.0032453,d4_2000-2009,Technology and literacy
9,instruction,0.00307732,d4_2000-2009,Technology and literacy
9,content,0.0030511,d4_2000-2009,Technology and literacy
9,reader,0.002897343,d4_2000-2009,Technology and literacy
9,using,0.002838431,d4_2000-2009,Technology and literacy
9,time,0.002834657,d4_2000-2009,Technology and literacy
9,participants,0.002693814,d4_2000-2009,Technology and literacy
9,read,0.002655213,d4_2000-2009,Technology and literacy
10,reading,0.023332048,d4_2000-2009,Texts
10,text,0.014642066,d4_2000-2009,Texts
10,books,0.014431286,d4_2000-2009,Texts
10,children,0.013191924,d4_2000-2009,Texts
10,read,0.012749653,d4_2000-2009,Texts
10,students,0.010086143,d4_2000-2009,Texts
10,texts,0.009473755,d4_2000-2009,Texts
10,literacy,0.008228211,d4_2000-2009,Texts
10,book,0.007593144,d4_2000-2009,Texts
10,grade,0.007329248,d4_2000-2009,Texts
10,classroom,0.006260045,d4_2000-2009,Texts
10,study,0.006057094,d4_2000-2009,Texts
10,teachers,0.005375926,d4_2000-2009,Texts
10,research,0.005083456,d4_2000-2009,Texts
10,readers,0.005057723,d4_2000-2009,Texts
10,school,0.004325066,d4_2000-2009,Texts
10,teacher,0.004209984,d4_2000-2009,Texts
10,narrative,0.003940481,d4_2000-2009,Texts
10,informational,0.003832695,d4_2000-2009,Texts
10,student,0.003651139,d4_2000-2009,Texts
10,literature,0.003555178,d4_2000-2009,Texts
10,print,0.003354617,d4_2000-2009,Texts
10,data,0.003096478,d4_2000-2009,Texts
10,story,0.003060966,d4_2000-2009,Texts
10,time,0.002926244,d4_2000-2009,Texts
10,instruction,0.00288194,d4_2000-2009,Texts
10,information,0.002816641,d4_2000-2009,Texts
10,class,0.00272153,d4_2000-2009,Texts
10,selections,0.002677316,d4_2000-2009,Texts
10,classrooms,0.002663499,d4_2000-2009,Texts
11,text,0.009752203,d4_2000-2009,Literature
11,texts,0.00956598,d4_2000-2009,Literature
11,reading,0.007866161,d4_2000-2009,Literature
11,language,0.007336584,d4_2000-2009,Literature
11,literacy,0.006447053,d4_2000-2009,Literature
11,literary,0.00581281,d4_2000-2009,Literature
11,children,0.005570713,d4_2000-2009,Literature
11,visual,0.005512349,d4_2000-2009,Literature
11,analysis,0.004731578,d4_2000-2009,Literature
11,cultural,0.004300571,d4_2000-2009,Literature
11,literature,0.004298273,d4_2000-2009,Literature
11,story,0.004079293,d4_2000-2009,Literature
11,social,0.003986366,d4_2000-2009,Literature
11,meaning,0.003783349,d4_2000-2009,Literature
11,students,0.00375841,d4_2000-2009,Literature
11,writing,0.003521346,d4_2000-2009,Literature
11,critical,0.003520342,d4_2000-2009,Literature
11,york,0.003379031,d4_2000-2009,Literature
11,research,0.003355821,d4_2000-2009,Literature
11,readers,0.003190735,d4_2000-2009,Literature
11,art,0.00310944,d4_2000-2009,Literature
11,press,0.003082869,d4_2000-2009,Literature
11,world,0.002965547,d4_2000-2009,Literature
11,practices,0.002961608,d4_2000-2009,Literature
11,culture,0.002955683,d4_2000-2009,Literature
11,book,0.002952958,d4_2000-2009,Literature
11,discourse,0.00295024,d4_2000-2009,Literature
11,written,0.002945713,d4_2000-2009,Literature
11,university,0.00284768,d4_2000-2009,Literature
11,understanding,0.002844843,d4_2000-2009,Literature
12,children,0.044529175,d4_2000-2009,Children's literacy instruction
12,literacy,0.018575029,d4_2000-2009,Children's literacy instruction
12,reading,0.015499583,d4_2000-2009,Children's literacy instruction
12,child,0.012159874,d4_2000-2009,Children's literacy instruction
12,writing,0.010367026,d4_2000-2009,Children's literacy instruction
12,read,0.007150723,d4_2000-2009,Children's literacy instruction
12,school,0.006780614,d4_2000-2009,Children's literacy instruction
12,development,0.006690629,d4_2000-2009,Children's literacy instruction
12,language,0.006682786,d4_2000-2009,Children's literacy instruction
12,knowledge,0.00579751,d4_2000-2009,Children's literacy instruction
12,study,0.005240075,d4_2000-2009,Children's literacy instruction
12,grade,0.005218223,d4_2000-2009,Children's literacy instruction
12,parents,0.005120574,d4_2000-2009,Children's literacy instruction
12,learning,0.005080838,d4_2000-2009,Children's literacy instruction
12,research,0.004719286,d4_2000-2009,Children's literacy instruction
12,book,0.004566382,d4_2000-2009,Children's literacy instruction
12,words,0.004549221,d4_2000-2009,Children's literacy instruction
12,teacher,0.004300226,d4_2000-2009,Children's literacy instruction
12,level,0.004279209,d4_2000-2009,Children's literacy instruction
12,home,0.004140529,d4_2000-2009,Children's literacy instruction
12,teachers,0.004083837,d4_2000-2009,Children's literacy instruction
12,word,0.003797272,d4_2000-2009,Children's literacy instruction
12,print,0.00357309,d4_2000-2009,Children's literacy instruction
12,skills,0.003486554,d4_2000-2009,Children's literacy instruction
12,letter,0.003420486,d4_2000-2009,Children's literacy instruction
12,instruction,0.003411402,d4_2000-2009,Children's literacy instruction
12,write,0.003375187,d4_2000-2009,Children's literacy instruction
12,spelling,0.003313536,d4_2000-2009,Children's literacy instruction
12,letters,0.003201695,d4_2000-2009,Children's literacy instruction
12,story,0.003036517,d4_2000-2009,Children's literacy instruction
