topic,term,beta,decade
2,university,0.002758166044716035,d3_1990-1999
2,knowledge,0.0027099463762193135,d3_1990-1999
2,community,0.002606282671982554,d3_1990-1999
2,world,0.002598270702921891,d3_1990-1999
2,reading,0.002440689688094626,d3_1990-1999
2,life,0.002439446169084486,d3_1990-1999
2,culture,0.0023745156737022695,d3_1990-1999
2,practice,0.002352027751359957,d3_1990-1999
2,teachers,0.0023088414243777455,d3_1990-1999
3,text,0.031881723365058706,d3_1990-1999
3,reading,0.017836405328826584,d3_1990-1999
3,comprehension,0.011148745477494514,d3_1990-1999
3,information,0.010770452759182033,d3_1990-1999
3,knowledge,0.010616997781375837,d3_1990-1999
3,readers,0.010298113536390778,d3_1990-1999
3,students,0.00976737179546152,d3_1990-1999
3,passage,0.0079512703194113,d3_1990-1999
3,subjects,0.007736489744452775,d3_1990-1999
3,texts,0.00651544626597534,d3_1990-1999
3,study,0.006333592536754215,d3_1990-1999
3,research,0.0061536087388986025,d3_1990-1999
3,recall,0.005659682075872605,d3_1990-1999
3,expository,0.005043965786541165,d3_1990-1999
3,questions,0.00501601810303935,d3_1990-1999
3,read,0.004889183371910013,d3_1990-1999
3,passages,0.004688232835813018,d3_1990-1999
3,structure,0.0045176315026760625,d3_1990-1999
3,strategies,0.004394371501361719,d3_1990-1999
3,reader,0.0041770583451930425,d3_1990-1999
3,prior,0.00365055336528789,d3_1990-1999
3,task,0.0035559534341286516,d3_1990-1999
3,learning,0.0034983480777797792,d3_1990-1999
3,based,0.003408258779847094,d3_1990-1999
3,content,0.003334572804647479,d3_1990-1999
3,main,0.0032662317300703077,d3_1990-1999
3,processing,0.003149537168796935,d3_1990-1999
3,children,0.0031389984053549255,d3_1990-1999
3,test,0.0031092277951715076,d3_1990-1999
3,found,0.0030728565685777844,d3_1990-1999
4,students,0.031220472485069824,d3_1990-1999
4,reading,0.01661570551248069,d3_1990-1999
4,instruction,0.00989193156853618,d3_1990-1999
4,writing,0.0096649790407875,d3_1990-1999
4,assessment,0.009618985602205306,d3_1990-1999
4,learning,0.008715016579276641,d3_1990-1999
4,student,0.006968039300311837,d3_1990-1999
4,study,0.006903422881838238,d3_1990-1999
4,literacy,0.00607751541806763,d3_1990-1999
4,research,0.005928976261018602,d3_1990-1999
4,strategy,0.005451670499753385,d3_1990-1999
4,strategies,0.005426383967243592,d3_1990-1999
4,information,0.005244807426349734,d3_1990-1999
4,teachers,0.004614155947631699,d3_1990-1999
4,instructional,0.004538601667102474,d3_1990-1999
4,performance,0.0043735400390261785,d3_1990-1999
4,time,0.004284706441565041,d3_1990-1999
4,self,0.004267498607342073,d3_1990-1999
4,school,0.004095278873877827,d3_1990-1999
4,teacher,0.004050593507017802,d3_1990-1999
4,portfolio,0.003915112237193608,d3_1990-1999
4,knowledge,0.0038630697727926365,d3_1990-1999
4,comprehension,0.0037524193652753004,d3_1990-1999
4,tasks,0.003671687009272091,d3_1990-1999
4,content,0.0036106196311152484,d3_1990-1999
4,grade,0.0035633937907996955,d3_1990-1999
4,test,0.0032161770964363513,d3_1990-1999
4,classroom,0.0032027312391267808,d3_1990-1999
4,questions,0.0031457686288738963,d3_1990-1999
4,class,0.002970757722329706,d3_1990-1999
5,teachers,0.03238118138933945,d3_1990-1999
5,teacher,0.02094206077837714,d3_1990-1999
5,students,0.019236755091953106,d3_1990-1999
5,reading,0.014581589362941296,d3_1990-1999
5,teaching,0.013540937195919927,d3_1990-1999
5,research,0.00884293346072018,d3_1990-1999
5,student,0.00792731820389074,d3_1990-1999
5,literacy,0.007773865567240256,d3_1990-1999
5,learning,0.006891848509454618,d3_1990-1999
5,classroom,0.006642635102255066,d3_1990-1999
5,instruction,0.006209834058930305,d3_1990-1999
5,school,0.0060511279326404014,d3_1990-1999
5,education,0.005773686134609069,d3_1990-1999
5,preservice,0.0056755224574439374,d3_1990-1999
5,study,0.005607544871737277,d3_1990-1999
5,knowledge,0.004780581385793089,d3_1990-1999
5,practice,0.004720996129665411,d3_1990-1999
5,course,0.004407215032817551,d3_1990-1999
5,content,0.0043544511601799896,d3_1990-1999
5,time,0.004228193031310781,d3_1990-1999
5,data,0.004171781419485271,d3_1990-1999
5,university,0.003922909825857468,d3_1990-1999
5,beliefs,0.0038645507668909453,d3_1990-1999
5,process,0.003785220740516535,d3_1990-1999
5,class,0.0037683697257724726,d3_1990-1999
5,writing,0.003670481359355225,d3_1990-1999
5,own,0.003484065070364588,d3_1990-1999
5,experiences,0.003439551533666771,d3_1990-1999
5,based,0.00339699482643509,d3_1990-1999
5,questions,0.00328805909523179,d3_1990-1999
6,students,0.013851161456260391,d3_1990-1999
6,research,0.009708209114418645,d3_1990-1999
6,writing,0.00796527934869129,d3_1990-1999
6,literacy,0.006767629641988429,d3_1990-1999
6,classroom,0.00626461266991531,d3_1990-1999
6,computer,0.004834899608710559,d3_1990-1999
6,social,0.004624609887582755,d3_1990-1999
6,reading,0.00398787841125279,d3_1990-1999
6,discussion,0.003894379372913271,d3_1990-1999
6,school,0.003855484746005178,d3_1990-1999
6,university,0.0038248699735561093,d3_1990-1999
6,class,0.0037621686101465754,d3_1990-1999
6,learning,0.0032698091023903807,d3_1990-1999
6,time,0.00317501503701877,d3_1990-1999
6,technology,0.003165887104554163,d3_1990-1999
6,women,0.003018685384651885,d3_1990-1999
6,study,0.0030012538143131913,d3_1990-1999
6,data,0.0029593237233362228,d3_1990-1999
6,language,0.0029170370467376198,d3_1990-1999
6,issues,0.0029008662861848018,d3_1990-1999
6,own,0.002824903018351756,d3_1990-1999
6,student,0.0027097939990683275,d3_1990-1999
6,community,0.0026911064950809038,d3_1990-1999
6,people,0.0025781578209353056,d3_1990-1999
6,project,0.0025394002550560963,d3_1990-1999
6,press,0.002447978297260671,d3_1990-1999
6,electronic,0.002427185410418214,d3_1990-1999
6,talk,0.00241055757090298,d3_1990-1999
6,teachers,0.0023954051923429265,d3_1990-1999
6,analysis,0.0023316274252750866,d3_1990-1999
7,reading,0.04752209648841945,d3_1990-1999
7,students,0.01644375142591227,d3_1990-1999
7,read,0.013777987523244294,d3_1990-1999
7,children,0.013610321462402446,d3_1990-1999
7,instruction,0.011017411209508615,d3_1990-1999
7,books,0.009565803014810735,d3_1990-1999
7,words,0.009477693972912142,d3_1990-1999
7,teacher,0.009275922877318734,d3_1990-1999
7,grade,0.00891327485411304,d3_1990-1999
7,word,0.008237227829661766,d3_1990-1999
7,teachers,0.0075872161426955185,d3_1990-1999
7,school,0.006540766997125101,d3_1990-1999
7,program,0.006327571876532076,d3_1990-1999
7,basal,0.005649451453185473,d3_1990-1999
7,readers,0.005366644201835812,d3_1990-1999
7,study,0.005359539958009519,d3_1990-1999
7,book,0.005160217750284114,d3_1990-1999
7,level,0.004740917281992879,d3_1990-1999
7,time,0.004378323484911912,d3_1990-1999
7,research,0.004327226724655131,d3_1990-1999
7,student,0.003914292002047248,d3_1990-1999
7,language,0.0035477030247589108,d3_1990-1999
7,oral,0.003347145991803747,d3_1990-1999
7,based,0.0032908988585690444,d3_1990-1999
7,learning,0.0032502756330317815,d3_1990-1999
7,meaning,0.0030086549511989342,d3_1990-1999
7,strategies,0.0029520084808645325,d3_1990-1999
7,classroom,0.0029032071690121655,d3_1990-1999
7,literature,0.0028894145244342086,d3_1990-1999
7,instructional,0.0028686199001601216,d3_1990-1999
8,story,0.023598522608469983,d3_1990-1999
8,reading,0.015106115091895323,d3_1990-1999
8,text,0.00982920962734394,d3_1990-1999
8,children,0.007964204790720731,d3_1990-1999
8,stories,0.007424138002934887,d3_1990-1999
8,research,0.006621767802730596,d3_1990-1999
8,comprehension,0.006312568171888088,d3_1990-1999
8,literacy,0.005767601724792761,d3_1990-1999
8,level,0.005521088621083755,d3_1990-1999
8,study,0.0050643667483687834,d3_1990-1999
8,analysis,0.004373378126701411,d3_1990-1999
8,imagery,0.004256220711026016,d3_1990-1999
8,writing,0.004166382146647418,d3_1990-1999
8,read,0.004121577932605595,d3_1990-1999
8,grade,0.004049455538542328,d3_1990-1999
8,reader,0.003962738173698564,d3_1990-1999
8,recall,0.0037491946401782368,d3_1990-1999
8,table,0.0037130505196280783,d3_1990-1999
8,texts,0.0035991030815662097,d3_1990-1999
8,written,0.0034879936701912658,d3_1990-1999
8,retelling,0.0034571584990324327,d3_1990-1999
8,information,0.003420944221806879,d3_1990-1999
8,knowledge,0.0032945963026694515,d3_1990-1999
8,language,0.003209939757305329,d3_1990-1999
8,found,0.0031960256078058407,d3_1990-1999
8,structure,0.003188001723627772,d3_1990-1999
8,readers,0.0030076063757895777,d3_1990-1999
8,levels,0.0029121325399374415,d3_1990-1999
8,readings,0.002902201818779614,d3_1990-1999
8,development,0.002877529069223173,d3_1990-1999
9,language,0.02707030858423114,d3_1990-1999
9,reading,0.02629012051914244,d3_1990-1999
9,research,0.01776862748109751,d3_1990-1999
9,literacy,0.011549082718444417,d3_1990-1999
9,english,0.008617988416378036,d3_1990-1999
9,instruction,0.007272247505125364,d3_1990-1999
9,students,0.00723803306633134,d3_1990-1999
9,learning,0.0055999313858690015,d3_1990-1999
9,studies,0.005141842984314232,d3_1990-1999
9,teachers,0.004439630303782018,d3_1990-1999
9,educational,0.004339529977091373,d3_1990-1999
9,education,0.004284835616856379,d3_1990-1999
9,journal,0.004269671445672174,d3_1990-1999
9,children,0.004248023514782581,d3_1990-1999
9,national,0.003803197699938451,d3_1990-1999
9,writing,0.0036498703734963145,d3_1990-1999
9,articles,0.003644573828937208,d3_1990-1999
9,esl,0.003538262727852712,d3_1990-1999
9,bilingual,0.003468154154449698,d3_1990-1999
9,school,0.003322872171122732,d3_1990-1999
9,issues,0.003315443118719234,d3_1990-1999
9,conference,0.0031222272522109613,d3_1990-1999
9,social,0.0030295210630456,d3_1990-1999
9,knowledge,0.002867511849910579,d3_1990-1999
9,teaching,0.0028127713503604827,d3_1990-1999
9,analysis,0.0027832097710875103,d3_1990-1999
9,development,0.0027475632026104377,d3_1990-1999
9,spanish,0.0027354112586297423,d3_1990-1999
9,context,0.0027303387039113785,d3_1990-1999
9,theory,0.0027284893157253553,d3_1990-1999
10,children,0.03781272087953002,d3_1990-1999
10,writing,0.020361176197210906,d3_1990-1999
10,reading,0.015581397801454474,d3_1990-1999
10,literacy,0.013781927814871642,d3_1990-1999
10,language,0.010185543044592786,d3_1990-1999
10,child,0.009516593988218506,d3_1990-1999
10,read,0.008234835059793983,d3_1990-1999
10,book,0.00771117135913041,d3_1990-1999
10,books,0.0072922278218200956,d3_1990-1999
10,study,0.006165184221279634,d3_1990-1999
10,teacher,0.0059344161128385125,d3_1990-1999
10,written,0.005622052944014778,d3_1990-1999
10,classroom,0.004926949731864297,d3_1990-1999
10,research,0.004687254031204615,d3_1990-1999
10,write,0.004528002854496458,d3_1990-1999
10,learning,0.004455452540959345,d3_1990-1999
10,play,0.004117242417639394,d3_1990-1999
10,development,0.003678255770599999,d3_1990-1999
10,print,0.0036441231275586346,d3_1990-1999
10,time,0.0036356778013506125,d3_1990-1999
10,letter,0.003629321728105626,d3_1990-1999
10,words,0.0035501600498269565,d3_1990-1999
10,data,0.0033873843438656723,d3_1990-1999
10,text,0.00335070260908887,d3_1990-1999
10,emergent,0.0030468381983595567,d3_1990-1999
10,letters,0.0029805718453369723,d3_1990-1999
10,school,0.002780887895218251,d3_1990-1999
10,social,0.002753641087773846,d3_1990-1999
10,activities,0.0027490591656453545,d3_1990-1999
10,grade,0.0026626878249161683,d3_1990-1999
11,students,0.021994723388773355,d3_1990-1999
11,literature,0.011650360260205744,d3_1990-1999
11,text,0.011129006832729453,d3_1990-1999
11,story,0.010795553841687395,d3_1990-1999
11,teacher,0.010130509131267245,d3_1990-1999
11,response,0.00950279520569408,d3_1990-1999
11,responses,0.008502998678829872,d3_1990-1999
11,reading,0.008312778562664633,d3_1990-1999
11,teachers,0.0071777019973621,d3_1990-1999
11,questions,0.006835465358545369,d3_1990-1999
11,literary,0.006312830183672304,d3_1990-1999
11,reader,0.006148813320029041,d3_1990-1999
11,discussion,0.005942749155906427,d3_1990-1999
11,study,0.00543874923852763,d3_1990-1999
11,student,0.005163463167836561,d3_1990-1999
11,writing,0.004823649939770319,d3_1990-1999
11,readers,0.004323581293563948,d3_1990-1999
11,book,0.004246936611941268,d3_1990-1999
11,personal,0.0041754467994708005,d3_1990-1999
11,read,0.0040463886357728985,d3_1990-1999
11,discussions,0.003987201016288034,d3_1990-1999
11,own,0.0038494608667026795,d3_1990-1999
11,understanding,0.003836626986174525,d3_1990-1999
11,meaning,0.0037567781860401504,d3_1990-1999
11,texts,0.0037175888611340187,d3_1990-1999
11,research,0.0035929129048491715,d3_1990-1999
11,classroom,0.0035890543931141887,d3_1990-1999
11,experience,0.0035667248955078487,d3_1990-1999
11,class,0.003466433892549341,d3_1990-1999
11,talk,0.0034445326252879574,d3_1990-1999
12,words,0.02295298420821686,d3_1990-1999
12,word,0.021002406803979978,d3_1990-1999
12,reading,0.019596756311728036,d3_1990-1999
12,children,0.012396513326674694,d3_1990-1999
12,spelling,0.010070139545931854,d3_1990-1999
12,vocabulary,0.007577548376822491,d3_1990-1999
12,grade,0.006998159603757284,d3_1990-1999
12,test,0.006829182019908058,d3_1990-1999
12,knowledge,0.006686330406732066,d3_1990-1999
12,level,0.00634953991777588,d3_1990-1999
12,study,0.006126370186131609,d3_1990-1999
12,students,0.005645394101529845,d3_1990-1999
12,ability,0.005322510996559472,d3_1990-1999
12,comprehension,0.005193644116435485,d3_1990-1999
12,letter,0.004829619925844084,d3_1990-1999
12,scores,0.004815963750317859,d3_1990-1999
12,read,0.004651891483398308,d3_1990-1999
12,decoding,0.003914288146346317,d3_1990-1999
12,letters,0.003871659930530944,d3_1990-1999
12,readers,0.00377111129906589,d3_1990-1999
12,research,0.0036361837597458637,d3_1990-1999
12,learning,0.003551996382987168,d3_1990-1999
12,recognition,0.003487389572263484,d3_1990-1999
12,awareness,0.0033986240787759548,d3_1990-1999
12,context,0.003330116841745943,d3_1990-1999
12,table,0.0031611978926407293,d3_1990-1999
12,subjects,0.0031380885077204983,d3_1990-1999
12,child,0.0029768316557816686,d3_1990-1999
12,task,0.0029710503220423874,d3_1990-1999
12,results,0.002964615785996521,d3_1990-1999
